"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","LIFEEXP","WOMEN","YR","A","2012",83,
"NZL","LIFEEXP","WOMEN","YR","A","2013",83.2,
"NZL","LIFEEXP","WOMEN","YR","A","2014",83.3,
"NZL","LIFEEXP","WOMEN","YR","A","2015",83.4,
"NZL","LIFEEXP","WOMEN","YR","A","2016",83.4,
"NZL","LIFEEXP","WOMEN","YR","A","2017",83.6,
"NZL","LIFEEXP","WOMEN","YR","A","2018",83.5,
"NZL","LIFEEXP","WOMEN","YR","A","2019",83.9,
"NOR","LIFEEXP","MEN","YR","A","1960",71.6,
"NOR","LIFEEXP","MEN","YR","A","1961",71.4,
"NOR","LIFEEXP","MEN","YR","A","1962",71.2,
"NOR","LIFEEXP","MEN","YR","A","1963",71.1,
"NOR","LIFEEXP","MEN","YR","A","1964",71.5,
"NOR","LIFEEXP","MEN","YR","A","1965",71.3,
"NOR","LIFEEXP","MEN","YR","A","1966",71.6,
"NOR","LIFEEXP","MEN","YR","A","1967",71.5,
"NOR","LIFEEXP","MEN","YR","A","1968",71.4,
"NOR","LIFEEXP","MEN","YR","A","1969",71,
"NOR","LIFEEXP","MEN","YR","A","1970",71.2,
"NOR","LIFEEXP","MEN","YR","A","1971",71.3,
"NOR","LIFEEXP","MEN","YR","A","1972",71.5,
"NOR","LIFEEXP","MEN","YR","A","1973",71.5,
"NOR","LIFEEXP","MEN","YR","A","1974",71.9,
"NOR","LIFEEXP","MEN","YR","A","1975",71.9,
"NOR","LIFEEXP","MEN","YR","A","1976",72.2,
"NOR","LIFEEXP","MEN","YR","A","1977",72.5,
"NOR","LIFEEXP","MEN","YR","A","1978",72.6,
"NOR","LIFEEXP","MEN","YR","A","1979",72.4,
"NOR","LIFEEXP","MEN","YR","A","1980",72.4,
"NOR","LIFEEXP","MEN","YR","A","1981",72.7,
"NOR","LIFEEXP","MEN","YR","A","1982",72.7,
"NOR","LIFEEXP","MEN","YR","A","1983",72.8,
"NOR","LIFEEXP","MEN","YR","A","1984",73,
"NOR","LIFEEXP","MEN","YR","A","1985",72.6,
"NOR","LIFEEXP","MEN","YR","A","1986",72.9,
"NOR","LIFEEXP","MEN","YR","A","1987",72.8,
"NOR","LIFEEXP","MEN","YR","A","1988",73.1,
"NOR","LIFEEXP","MEN","YR","A","1989",73.3,
"NOR","LIFEEXP","MEN","YR","A","1990",73.4,
"NOR","LIFEEXP","MEN","YR","A","1991",74,
"NOR","LIFEEXP","MEN","YR","A","1992",74.2,
"NOR","LIFEEXP","MEN","YR","A","1993",74.2,
"NOR","LIFEEXP","MEN","YR","A","1994",74.9,
"NOR","LIFEEXP","MEN","YR","A","1995",74.8,
"NOR","LIFEEXP","MEN","YR","A","1996",75.4,
"NOR","LIFEEXP","MEN","YR","A","1997",75.5,
"NOR","LIFEEXP","MEN","YR","A","1998",75.6,
"NOR","LIFEEXP","MEN","YR","A","1999",75.6,
"NOR","LIFEEXP","MEN","YR","A","2000",76,
"NOR","LIFEEXP","MEN","YR","A","2001",76.2,
"NOR","LIFEEXP","MEN","YR","A","2002",76.4,
"NOR","LIFEEXP","MEN","YR","A","2003",77.1,
"NOR","LIFEEXP","MEN","YR","A","2004",77.6,
"NOR","LIFEEXP","MEN","YR","A","2005",77.8,
"NOR","LIFEEXP","MEN","YR","A","2006",78.2,
"NOR","LIFEEXP","MEN","YR","A","2007",78.3,
"NOR","LIFEEXP","MEN","YR","A","2008",78.4,
"NOR","LIFEEXP","MEN","YR","A","2009",78.7,
"NOR","LIFEEXP","MEN","YR","A","2010",79,
"NOR","LIFEEXP","MEN","YR","A","2011",79.1,
"NOR","LIFEEXP","MEN","YR","A","2012",79.5,
"NOR","LIFEEXP","MEN","YR","A","2013",79.8,
"NOR","LIFEEXP","MEN","YR","A","2014",80.1,
"NOR","LIFEEXP","MEN","YR","A","2015",80.5,
"NOR","LIFEEXP","MEN","YR","A","2016",80.7,
"NOR","LIFEEXP","MEN","YR","A","2017",81,
"NOR","LIFEEXP","MEN","YR","A","2018",81.1,
"NOR","LIFEEXP","MEN","YR","A","2019",81.3,
"NOR","LIFEEXP","MEN","YR","A","2020",81.6,
"NOR","LIFEEXP","TOT","YR","A","1960",73.8,
"NOR","LIFEEXP","TOT","YR","A","1961",73.8,
"NOR","LIFEEXP","TOT","YR","A","1962",73.7,
"NOR","LIFEEXP","TOT","YR","A","1963",73.4,
"NOR","LIFEEXP","TOT","YR","A","1964",73.9,
"NOR","LIFEEXP","TOT","YR","A","1965",74,
"NOR","LIFEEXP","TOT","YR","A","1966",74.3,
"NOR","LIFEEXP","TOT","YR","A","1967",74.3,
"NOR","LIFEEXP","TOT","YR","A","1968",74.2,
"NOR","LIFEEXP","TOT","YR","A","1969",74,
"NOR","LIFEEXP","TOT","YR","A","1970",74.4,
"NOR","LIFEEXP","TOT","YR","A","1971",74.4,
"NOR","LIFEEXP","TOT","YR","A","1972",74.6,
"NOR","LIFEEXP","TOT","YR","A","1973",74.7,
"NOR","LIFEEXP","TOT","YR","A","1974",75.1,
"NOR","LIFEEXP","TOT","YR","A","1975",75.1,
"NOR","LIFEEXP","TOT","YR","A","1976",75.3,
"NOR","LIFEEXP","TOT","YR","A","1977",75.7,
"NOR","LIFEEXP","TOT","YR","A","1978",75.8,
"NOR","LIFEEXP","TOT","YR","A","1979",75.8,
"NOR","LIFEEXP","TOT","YR","A","1980",75.9,
"NOR","LIFEEXP","TOT","YR","A","1981",76.1,
"NOR","LIFEEXP","TOT","YR","A","1982",76.2,
"NOR","LIFEEXP","TOT","YR","A","1983",76.3,
"NOR","LIFEEXP","TOT","YR","A","1984",76.4,
"NOR","LIFEEXP","TOT","YR","A","1985",76.1,
"NOR","LIFEEXP","TOT","YR","A","1986",76.5,
"NOR","LIFEEXP","TOT","YR","A","1987",76.3,
"NOR","LIFEEXP","TOT","YR","A","1988",76.4,
"NOR","LIFEEXP","TOT","YR","A","1989",76.7,
"NOR","LIFEEXP","TOT","YR","A","1990",76.7,
"NOR","LIFEEXP","TOT","YR","A","1991",77.1,
"NOR","LIFEEXP","TOT","YR","A","1992",77.4,
"NOR","LIFEEXP","TOT","YR","A","1993",77.3,
"NOR","LIFEEXP","TOT","YR","A","1994",77.9,
"NOR","LIFEEXP","TOT","YR","A","1995",77.9,
"NOR","LIFEEXP","TOT","YR","A","1996",78.3,
"NOR","LIFEEXP","TOT","YR","A","1997",78.3,
"NOR","LIFEEXP","TOT","YR","A","1998",78.5,
"NOR","LIFEEXP","TOT","YR","A","1999",78.4,
"NOR","LIFEEXP","TOT","YR","A","2000",78.8,
"NOR","LIFEEXP","TOT","YR","A","2001",78.9,
"NOR","LIFEEXP","TOT","YR","A","2002",79,
"NOR","LIFEEXP","TOT","YR","A","2003",79.6,
"NOR","LIFEEXP","TOT","YR","A","2004",80.1,
"NOR","LIFEEXP","TOT","YR","A","2005",80.3,
"NOR","LIFEEXP","TOT","YR","A","2006",80.6,
"NOR","LIFEEXP","TOT","YR","A","2007",80.6,
"NOR","LIFEEXP","TOT","YR","A","2008",80.8,
"NOR","LIFEEXP","TOT","YR","A","2009",81,
"NOR","LIFEEXP","TOT","YR","A","2010",81.2,
"NOR","LIFEEXP","TOT","YR","A","2011",81.4,
"NOR","LIFEEXP","TOT","YR","A","2012",81.5,
"NOR","LIFEEXP","TOT","YR","A","2013",81.8,
"NOR","LIFEEXP","TOT","YR","A","2014",82.2,
"NOR","LIFEEXP","TOT","YR","A","2015",82.4,
"NOR","LIFEEXP","TOT","YR","A","2016",82.5,
"NOR","LIFEEXP","TOT","YR","A","2017",82.7,
"NOR","LIFEEXP","TOT","YR","A","2018",82.8,
"NOR","LIFEEXP","TOT","YR","A","2019",83,
"NOR","LIFEEXP","TOT","YR","A","2020",83.3,
"NOR","LIFEEXP","WOMEN","YR","A","1960",76,
"NOR","LIFEEXP","WOMEN","YR","A","1961",76.2,
"NOR","LIFEEXP","WOMEN","YR","A","1962",76.2,
"NOR","LIFEEXP","WOMEN","YR","A","1963",75.7,
"NOR","LIFEEXP","WOMEN","YR","A","1964",76.3,
"NOR","LIFEEXP","WOMEN","YR","A","1965",76.7,
"NOR","LIFEEXP","WOMEN","YR","A","1966",76.9,
"NOR","LIFEEXP","WOMEN","YR","A","1967",77.1,
"NOR","LIFEEXP","WOMEN","YR","A","1968",77,
"NOR","LIFEEXP","WOMEN","YR","A","1969",76.9,
"NOR","LIFEEXP","WOMEN","YR","A","1970",77.5,
"NOR","LIFEEXP","WOMEN","YR","A","1971",77.5,
"NOR","LIFEEXP","WOMEN","YR","A","1972",77.7,
"NOR","LIFEEXP","WOMEN","YR","A","1973",77.9,
"NOR","LIFEEXP","WOMEN","YR","A","1974",78.2,
"NOR","LIFEEXP","WOMEN","YR","A","1975",78.3,
"NOR","LIFEEXP","WOMEN","YR","A","1976",78.4,
"NOR","LIFEEXP","WOMEN","YR","A","1977",78.9,
"NOR","LIFEEXP","WOMEN","YR","A","1978",78.9,
"NOR","LIFEEXP","WOMEN","YR","A","1979",79.1,
"NOR","LIFEEXP","WOMEN","YR","A","1980",79.3,
"NOR","LIFEEXP","WOMEN","YR","A","1981",79.4,
"NOR","LIFEEXP","WOMEN","YR","A","1982",79.7,
"NOR","LIFEEXP","WOMEN","YR","A","1983",79.7,
"NOR","LIFEEXP","WOMEN","YR","A","1984",79.8,
"NOR","LIFEEXP","WOMEN","YR","A","1985",79.5,
"NOR","LIFEEXP","WOMEN","YR","A","1986",80,
"NOR","LIFEEXP","WOMEN","YR","A","1987",79.7,
"NOR","LIFEEXP","WOMEN","YR","A","1988",79.7,
"NOR","LIFEEXP","WOMEN","YR","A","1989",80,
"NOR","LIFEEXP","WOMEN","YR","A","1990",79.9,
"NOR","LIFEEXP","WOMEN","YR","A","1991",80.2,
"NOR","LIFEEXP","WOMEN","YR","A","1992",80.5,
"NOR","LIFEEXP","WOMEN","YR","A","1993",80.3,
"NOR","LIFEEXP","WOMEN","YR","A","1994",80.8,
"NOR","LIFEEXP","WOMEN","YR","A","1995",80.9,
"NOR","LIFEEXP","WOMEN","YR","A","1996",81.2,
"NOR","LIFEEXP","WOMEN","YR","A","1997",81.1,
"NOR","LIFEEXP","WOMEN","YR","A","1998",81.4,
"NOR","LIFEEXP","WOMEN","YR","A","1999",81.2,
"NOR","LIFEEXP","WOMEN","YR","A","2000",81.5,
"NOR","LIFEEXP","WOMEN","YR","A","2001",81.6,
"NOR","LIFEEXP","WOMEN","YR","A","2002",81.6,
"NOR","LIFEEXP","WOMEN","YR","A","2003",82.1,
"NOR","LIFEEXP","WOMEN","YR","A","2004",82.5,
"NOR","LIFEEXP","WOMEN","YR","A","2005",82.7,
"NOR","LIFEEXP","WOMEN","YR","A","2006",82.9,
"NOR","LIFEEXP","WOMEN","YR","A","2007",82.9,
"NOR","LIFEEXP","WOMEN","YR","A","2008",83.2,
"NOR","LIFEEXP","WOMEN","YR","A","2009",83.2,
"NOR","LIFEEXP","WOMEN","YR","A","2010",83.3,
"NOR","LIFEEXP","WOMEN","YR","A","2011",83.6,
"NOR","LIFEEXP","WOMEN","YR","A","2012",83.5,
"NOR","LIFEEXP","WOMEN","YR","A","2013",83.8,
"NOR","LIFEEXP","WOMEN","YR","A","2014",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2015",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2016",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2017",84.3,
"NOR","LIFEEXP","WOMEN","YR","A","2018",84.5,
"NOR","LIFEEXP","WOMEN","YR","A","2019",84.7,
"NOR","LIFEEXP","WOMEN","YR","A","2020",84.9,
"POL","LIFEEXP","MEN","YR","A","1960",64.9,
"POL","LIFEEXP","MEN","YR","A","1961",64.9,
"POL","LIFEEXP","MEN","YR","A","1962",64.5,
"POL","LIFEEXP","MEN","YR","A","1963",65.4,
"POL","LIFEEXP","MEN","YR","A","1964",65.8,
"POL","LIFEEXP","MEN","YR","A","1965",66.6,
"POL","LIFEEXP","MEN","YR","A","1966",66.9,
"POL","LIFEEXP","MEN","YR","A","1967",66.4,
"POL","LIFEEXP","MEN","YR","A","1968",67,
"POL","LIFEEXP","MEN","YR","A","1969",66.5,
"POL","LIFEEXP","MEN","YR","A","1970",66.6,
"POL","LIFEEXP","MEN","YR","A","1971",66.1,
"POL","LIFEEXP","MEN","YR","A","1972",67.3,
"POL","LIFEEXP","MEN","YR","A","1973",67.2,
"POL","LIFEEXP","MEN","YR","A","1974",67.8,
"POL","LIFEEXP","MEN","YR","A","1975",67,
"POL","LIFEEXP","MEN","YR","A","1976",66.9,
"POL","LIFEEXP","MEN","YR","A","1977",66.5,
"POL","LIFEEXP","MEN","YR","A","1978",66.4,
"POL","LIFEEXP","MEN","YR","A","1979",66.8,
"POL","LIFEEXP","MEN","YR","A","1980",66,
"POL","LIFEEXP","MEN","YR","A","1981",67.1,
"POL","LIFEEXP","MEN","YR","A","1982",67.2,
"POL","LIFEEXP","MEN","YR","A","1983",67,
"POL","LIFEEXP","MEN","YR","A","1984",66.8,
"POL","LIFEEXP","MEN","YR","A","1985",66.9,
"POL","LIFEEXP","MEN","YR","A","1986",66.8,
"POL","LIFEEXP","MEN","YR","A","1987",67.8,
"POL","LIFEEXP","MEN","YR","A","1988",67.2,
"POL","LIFEEXP","MEN","YR","A","1989",66.8,
"POL","LIFEEXP","MEN","YR","A","1990",66.3,
"POL","LIFEEXP","MEN","YR","A","1991",65.9,
"POL","LIFEEXP","MEN","YR","A","1992",66.5,
"POL","LIFEEXP","MEN","YR","A","1993",67.2,
"POL","LIFEEXP","MEN","YR","A","1994",67.5,
"POL","LIFEEXP","MEN","YR","A","1995",67.7,
"POL","LIFEEXP","MEN","YR","A","1996",68.1,
"POL","LIFEEXP","MEN","YR","A","1997",68.5,
"POL","LIFEEXP","MEN","YR","A","1998",68.9,
"POL","LIFEEXP","MEN","YR","A","1999",68.8,
"POL","LIFEEXP","MEN","YR","A","2000",69.6,"B"
"POL","LIFEEXP","MEN","YR","A","2001",70,
"POL","LIFEEXP","MEN","YR","A","2002",70.3,
"POL","LIFEEXP","MEN","YR","A","2003",70.5,
"POL","LIFEEXP","MEN","YR","A","2004",70.6,
"POL","LIFEEXP","MEN","YR","A","2005",70.8,
"POL","LIFEEXP","MEN","YR","A","2006",70.9,
"POL","LIFEEXP","MEN","YR","A","2007",71,
"POL","LIFEEXP","MEN","YR","A","2008",71.3,
"POL","LIFEEXP","MEN","YR","A","2009",71.5,"B"
"POL","LIFEEXP","MEN","YR","A","2010",72.2,
"POL","LIFEEXP","MEN","YR","A","2011",72.5,
"POL","LIFEEXP","MEN","YR","A","2012",72.6,
"POL","LIFEEXP","MEN","YR","A","2013",73,
"POL","LIFEEXP","MEN","YR","A","2014",73.7,
"POL","LIFEEXP","MEN","YR","A","2015",73.5,
"POL","LIFEEXP","MEN","YR","A","2016",73.9,
"POL","LIFEEXP","MEN","YR","A","2017",73.9,
"POL","LIFEEXP","MEN","YR","A","2018",73.7,
"POL","LIFEEXP","MEN","YR","A","2019",74.1,
"POL","LIFEEXP","MEN","YR","A","2020",72.6,
"POL","LIFEEXP","TOT","YR","A","1960",67.8,
"POL","LIFEEXP","TOT","YR","A","1961",67.8,
"POL","LIFEEXP","TOT","YR","A","1962",67.5,
"POL","LIFEEXP","TOT","YR","A","1963",68.5,
"POL","LIFEEXP","TOT","YR","A","1964",68.7,
"POL","LIFEEXP","TOT","YR","A","1965",69.5,
"POL","LIFEEXP","TOT","YR","A","1966",69.9,
"POL","LIFEEXP","TOT","YR","A","1967",69.5,
"POL","LIFEEXP","TOT","YR","A","1968",70.3,
"POL","LIFEEXP","TOT","YR","A","1969",69.8,
"POL","LIFEEXP","TOT","YR","A","1970",70,
"POL","LIFEEXP","TOT","YR","A","1971",69.7,
"POL","LIFEEXP","TOT","YR","A","1972",70.7,
"POL","LIFEEXP","TOT","YR","A","1973",70.7,
"POL","LIFEEXP","TOT","YR","A","1974",71.2,
"POL","LIFEEXP","TOT","YR","A","1975",70.6,
"POL","LIFEEXP","TOT","YR","A","1976",70.7,
"POL","LIFEEXP","TOT","YR","A","1977",70.5,
"POL","LIFEEXP","TOT","YR","A","1978",70.4,
"POL","LIFEEXP","TOT","YR","A","1979",70.9,
"POL","LIFEEXP","TOT","YR","A","1980",70.2,
"POL","LIFEEXP","TOT","YR","A","1981",71.2,
"POL","LIFEEXP","TOT","YR","A","1982",71.2,
"POL","LIFEEXP","TOT","YR","A","1983",71.1,
"POL","LIFEEXP","TOT","YR","A","1984",70.9,
"POL","LIFEEXP","TOT","YR","A","1985",71.1,
"POL","LIFEEXP","TOT","YR","A","1986",71,
"POL","LIFEEXP","TOT","YR","A","1987",71.5,
"POL","LIFEEXP","TOT","YR","A","1988",71.5,
"POL","LIFEEXP","TOT","YR","A","1989",71.2,
"POL","LIFEEXP","TOT","YR","A","1990",70.8,
"POL","LIFEEXP","TOT","YR","A","1991",70.5,
"POL","LIFEEXP","TOT","YR","A","1992",71.1,
"POL","LIFEEXP","TOT","YR","A","1993",71.6,
"POL","LIFEEXP","TOT","YR","A","1994",71.8,
"POL","LIFEEXP","TOT","YR","A","1995",72.1,
"POL","LIFEEXP","TOT","YR","A","1996",72.4,
"POL","LIFEEXP","TOT","YR","A","1997",72.8,
"POL","LIFEEXP","TOT","YR","A","1998",73.2,
"POL","LIFEEXP","TOT","YR","A","1999",73.2,
"POL","LIFEEXP","TOT","YR","A","2000",73.8,"B"
"POL","LIFEEXP","TOT","YR","A","2001",74.2,
"POL","LIFEEXP","TOT","YR","A","2002",74.6,
"POL","LIFEEXP","TOT","YR","A","2003",74.7,
"POL","LIFEEXP","TOT","YR","A","2004",74.9,
"POL","LIFEEXP","TOT","YR","A","2005",75.1,
"POL","LIFEEXP","TOT","YR","A","2006",75.3,
"POL","LIFEEXP","TOT","YR","A","2007",75.4,
"POL","LIFEEXP","TOT","YR","A","2008",75.7,
"POL","LIFEEXP","TOT","YR","A","2009",75.8,"B"
"POL","LIFEEXP","TOT","YR","A","2010",76.5,
"POL","LIFEEXP","TOT","YR","A","2011",76.8,
"POL","LIFEEXP","TOT","YR","A","2012",76.9,
"POL","LIFEEXP","TOT","YR","A","2013",77.1,
"POL","LIFEEXP","TOT","YR","A","2014",77.7,
"POL","LIFEEXP","TOT","YR","A","2015",77.6,
"POL","LIFEEXP","TOT","YR","A","2016",78,
"POL","LIFEEXP","TOT","YR","A","2017",77.9,
"POL","LIFEEXP","TOT","YR","A","2018",77.7,
"POL","LIFEEXP","TOT","YR","A","2019",78,
"POL","LIFEEXP","TOT","YR","A","2020",76.7,
"POL","LIFEEXP","WOMEN","YR","A","1960",70.6,
"POL","LIFEEXP","WOMEN","YR","A","1961",70.8,
"POL","LIFEEXP","WOMEN","YR","A","1962",70.5,
"POL","LIFEEXP","WOMEN","YR","A","1963",71.5,
"POL","LIFEEXP","WOMEN","YR","A","1964",71.6,
"POL","LIFEEXP","WOMEN","YR","A","1965",72.4,
"POL","LIFEEXP","WOMEN","YR","A","1966",72.9,
"POL","LIFEEXP","WOMEN","YR","A","1967",72.6,
"POL","LIFEEXP","WOMEN","YR","A","1968",73.6,
"POL","LIFEEXP","WOMEN","YR","A","1969",73.1,
"POL","LIFEEXP","WOMEN","YR","A","1970",73.3,
"POL","LIFEEXP","WOMEN","YR","A","1971",73.3,
"POL","LIFEEXP","WOMEN","YR","A","1972",74.2,
"POL","LIFEEXP","WOMEN","YR","A","1973",74.3,
"POL","LIFEEXP","WOMEN","YR","A","1974",74.6,
"POL","LIFEEXP","WOMEN","YR","A","1975",74.3,
"POL","LIFEEXP","WOMEN","YR","A","1976",74.6,
"POL","LIFEEXP","WOMEN","YR","A","1977",74.5,
"POL","LIFEEXP","WOMEN","YR","A","1978",74.5,
"POL","LIFEEXP","WOMEN","YR","A","1979",74.9,
"POL","LIFEEXP","WOMEN","YR","A","1980",74.4,
"POL","LIFEEXP","WOMEN","YR","A","1981",75.2,
"POL","LIFEEXP","WOMEN","YR","A","1982",75.2,
"POL","LIFEEXP","WOMEN","YR","A","1983",75.2,
"POL","LIFEEXP","WOMEN","YR","A","1984",75,
"POL","LIFEEXP","WOMEN","YR","A","1985",75.3,
"POL","LIFEEXP","WOMEN","YR","A","1986",75.1,
"POL","LIFEEXP","WOMEN","YR","A","1987",75.2,
"POL","LIFEEXP","WOMEN","YR","A","1988",75.7,
"POL","LIFEEXP","WOMEN","YR","A","1989",75.5,
"POL","LIFEEXP","WOMEN","YR","A","1990",75.3,
"POL","LIFEEXP","WOMEN","YR","A","1991",75.1,
"POL","LIFEEXP","WOMEN","YR","A","1992",75.6,
"POL","LIFEEXP","WOMEN","YR","A","1993",75.9,
"POL","LIFEEXP","WOMEN","YR","A","1994",76.1,
"POL","LIFEEXP","WOMEN","YR","A","1995",76.4,
"POL","LIFEEXP","WOMEN","YR","A","1996",76.6,
"POL","LIFEEXP","WOMEN","YR","A","1997",77,
"POL","LIFEEXP","WOMEN","YR","A","1998",77.4,
"POL","LIFEEXP","WOMEN","YR","A","1999",77.5,
"POL","LIFEEXP","WOMEN","YR","A","2000",78,"B"
"POL","LIFEEXP","WOMEN","YR","A","2001",78.4,
"POL","LIFEEXP","WOMEN","YR","A","2002",78.8,
"POL","LIFEEXP","WOMEN","YR","A","2003",78.8,
"POL","LIFEEXP","WOMEN","YR","A","2004",79.2,
"POL","LIFEEXP","WOMEN","YR","A","2005",79.3,
"POL","LIFEEXP","WOMEN","YR","A","2006",79.7,
"POL","LIFEEXP","WOMEN","YR","A","2007",79.8,
"POL","LIFEEXP","WOMEN","YR","A","2008",80,
"POL","LIFEEXP","WOMEN","YR","A","2009",80.1,"B"
"POL","LIFEEXP","WOMEN","YR","A","2010",80.7,
"POL","LIFEEXP","WOMEN","YR","A","2011",81.1,
"POL","LIFEEXP","WOMEN","YR","A","2012",81.1,
"POL","LIFEEXP","WOMEN","YR","A","2013",81.2,
"POL","LIFEEXP","WOMEN","YR","A","2014",81.7,
"POL","LIFEEXP","WOMEN","YR","A","2015",81.6,
"POL","LIFEEXP","WOMEN","YR","A","2016",82,
"POL","LIFEEXP","WOMEN","YR","A","2017",81.8,
"POL","LIFEEXP","WOMEN","YR","A","2018",81.7,
"POL","LIFEEXP","WOMEN","YR","A","2019",81.9,
"POL","LIFEEXP","WOMEN","YR","A","2020",80.8,
"PRT","LIFEEXP","MEN","YR","A","1960",61.1,
"PRT","LIFEEXP","MEN","YR","A","1961",59.9,
"PRT","LIFEEXP","MEN","YR","A","1962",61.2,
"PRT","LIFEEXP","MEN","YR","A","1963",61.8,
"PRT","LIFEEXP","MEN","YR","A","1964",62,
"PRT","LIFEEXP","MEN","YR","A","1965",62.6,
"PRT","LIFEEXP","MEN","YR","A","1966",62,
"PRT","LIFEEXP","MEN","YR","A","1967",62.8,
"PRT","LIFEEXP","MEN","YR","A","1968",63.3,
"PRT","LIFEEXP","MEN","YR","A","1969",62.8,
"PRT","LIFEEXP","MEN","YR","A","1970",63.6,
"PRT","LIFEEXP","MEN","YR","A","1971",63.1,
"PRT","LIFEEXP","MEN","YR","A","1972",65.2,
"PRT","LIFEEXP","MEN","YR","A","1973",64.4,
"PRT","LIFEEXP","MEN","YR","A","1974",64.8,
"PRT","LIFEEXP","MEN","YR","A","1975",64.6,
"PRT","LIFEEXP","MEN","YR","A","1976",65.3,
"PRT","LIFEEXP","MEN","YR","A","1977",66.4,
"PRT","LIFEEXP","MEN","YR","A","1978",67.1,
"PRT","LIFEEXP","MEN","YR","A","1979",67.9,
"PRT","LIFEEXP","MEN","YR","A","1980",67.9,
"PRT","LIFEEXP","MEN","YR","A","1981",68.2,
"PRT","LIFEEXP","MEN","YR","A","1982",69,
"PRT","LIFEEXP","MEN","YR","A","1983",69,
"PRT","LIFEEXP","MEN","YR","A","1984",69.2,
"PRT","LIFEEXP","MEN","YR","A","1985",69.4,
"PRT","LIFEEXP","MEN","YR","A","1986",69.9,
"PRT","LIFEEXP","MEN","YR","A","1987",70.3,
"PRT","LIFEEXP","MEN","YR","A","1988",70.3,
"PRT","LIFEEXP","MEN","YR","A","1989",70.9,
"PRT","LIFEEXP","MEN","YR","A","1990",70.6,
"PRT","LIFEEXP","MEN","YR","A","1991",70.5,
"PRT","LIFEEXP","MEN","YR","A","1992",71,
"PRT","LIFEEXP","MEN","YR","A","1993",71,
"PRT","LIFEEXP","MEN","YR","A","1994",72,
"PRT","LIFEEXP","MEN","YR","A","1995",71.7,
"PRT","LIFEEXP","MEN","YR","A","1996",71.6,
"PRT","LIFEEXP","MEN","YR","A","1997",72.2,
"PRT","LIFEEXP","MEN","YR","A","1998",72.4,
"PRT","LIFEEXP","MEN","YR","A","1999",72.7,
"PRT","LIFEEXP","MEN","YR","A","2000",73.3,
"PRT","LIFEEXP","MEN","YR","A","2001",73.6,
"PRT","LIFEEXP","MEN","YR","A","2002",73.9,
"PRT","LIFEEXP","MEN","YR","A","2003",74.2,
"PRT","LIFEEXP","MEN","YR","A","2004",75,
"PRT","LIFEEXP","MEN","YR","A","2005",74.9,
"PRT","LIFEEXP","MEN","YR","A","2006",75.5,
"PRT","LIFEEXP","MEN","YR","A","2007",75.9,
"PRT","LIFEEXP","MEN","YR","A","2008",76.2,
"PRT","LIFEEXP","MEN","YR","A","2009",76.5,
"PRT","LIFEEXP","MEN","YR","A","2010",76.8,
"PRT","LIFEEXP","MEN","YR","A","2011",77.3,
"PRT","LIFEEXP","MEN","YR","A","2012",77.3,
"PRT","LIFEEXP","MEN","YR","A","2013",77.6,
"PRT","LIFEEXP","MEN","YR","A","2014",78,
"PRT","LIFEEXP","MEN","YR","A","2015",78.1,
"PRT","LIFEEXP","MEN","YR","A","2016",78.1,
"PRT","LIFEEXP","MEN","YR","A","2017",78.4,
"PRT","LIFEEXP","MEN","YR","A","2018",78.3,
"PRT","LIFEEXP","MEN","YR","A","2019",78.7,
"PRT","LIFEEXP","MEN","YR","A","2020",78,
"PRT","LIFEEXP","TOT","YR","A","1960",63.9,
"PRT","LIFEEXP","TOT","YR","A","1961",62.7,
"PRT","LIFEEXP","TOT","YR","A","1962",64.1,
"PRT","LIFEEXP","TOT","YR","A","1963",64.7,
"PRT","LIFEEXP","TOT","YR","A","1964",64.9,
"PRT","LIFEEXP","TOT","YR","A","1965",65.8,
"PRT","LIFEEXP","TOT","YR","A","1966",65.2,
"PRT","LIFEEXP","TOT","YR","A","1967",66,
"PRT","LIFEEXP","TOT","YR","A","1968",66.4,
"PRT","LIFEEXP","TOT","YR","A","1969",65.9,
"PRT","LIFEEXP","TOT","YR","A","1970",66.7,
"PRT","LIFEEXP","TOT","YR","A","1971",66.4,
"PRT","LIFEEXP","TOT","YR","A","1972",68.4,
"PRT","LIFEEXP","TOT","YR","A","1973",67.5,
"PRT","LIFEEXP","TOT","YR","A","1974",68.1,
"PRT","LIFEEXP","TOT","YR","A","1975",68.4,
"PRT","LIFEEXP","TOT","YR","A","1976",69,
"PRT","LIFEEXP","TOT","YR","A","1977",70.1,
"PRT","LIFEEXP","TOT","YR","A","1978",70.5,
"PRT","LIFEEXP","TOT","YR","A","1979",71.3,
"PRT","LIFEEXP","TOT","YR","A","1980",71.4,
"PRT","LIFEEXP","TOT","YR","A","1981",71.7,
"PRT","LIFEEXP","TOT","YR","A","1982",72.5,
"PRT","LIFEEXP","TOT","YR","A","1983",72.4,
"PRT","LIFEEXP","TOT","YR","A","1984",72.7,
"PRT","LIFEEXP","TOT","YR","A","1985",73,
"PRT","LIFEEXP","TOT","YR","A","1986",73.4,
"PRT","LIFEEXP","TOT","YR","A","1987",73.8,
"PRT","LIFEEXP","TOT","YR","A","1988",73.8,
